Unnamed: 0,SbjNum,Latitude,Longitude,Q21.Income.Food.O1,Q21.Income.SchoolFees.O2,Q21.Income.MedicalBills.O3,Q21.Income.Clothes.O4,Q21.Income.Energy.O5,Q21.Income.Other.O6,Q21.Income.Other.O6.Text,Q29.Income,Q33.CashCropSold,Q34.CashCropUsed,Q35.CashCropSavedForSeed,Q36.CashCropLost,Q38.CashCropEarnings,Q39.CashCropPx,Q40.CostOfProduction,Q41.AverageYear,Q42.ProductionHigherLower,Q56.ProportionCropsSold,Q57.ProportionCropsUsed,Q58.ProportionCropsSavedSeed,Q59.ProportionCropsLost,Q61.CropEarning,Q62.CropSalePx,Q63.ProductionCost,Q64.AverageYear,Q65.ProductionHigherLower,Q67.RearingLivestock,Q69.AmountEarnedCattle,Q70.NumberCattleSold,Q71.PxPerCattle,Q72.TotalEarningCattle,Q73.AmountEarnedGoats,Q74.NumberGoatsSold,Q75.PxPerGoat,Q76.TotalEarningGoats,Q77.AmountEarnedPigs,Q78.NumberPigsSold,Q79.PxPerPig,Q80.TotalEarningPigs,Q81.AmountEarnedChickens,Q82.NumberChickensSold,Q83.PxPerChicken,Q84.TotalEarningsChickens,Q85.RearOtherAnimal,Q86.OtherAnimalType,Q87.OtherAnimalPx,Q88.TotalEarningOtherAnimal,Q89.MainSourcesIncome.1st,Q89.MainSourcesIncome.2nd,Q89.MainSourcesIncome.3rd,Q89.MainSourcesIncome.4th,Q89.MainSourcesIncome.5th,Q89.MainSourcesIncome.TeaIncome,Q89.MainSourcesIncome.CoffeeIncome,Q89.MainSourcesIncome.BananaIncome,Q89.MainSourcesIncome.MaizeIncome,Q89.MainSourcesIncome.HydroponicsIncome,Q89.MainSourcesIncome.BeansIncome,Q89.MainSourcesIncome.LivestockIncome,Q89.MainSourcesIncome.BeekeepingIncome,Q89.MainSourcesIncome.TreeIncome,Q89.MainSourcesIncome.FishIncome,Q89.MainSourcesIncome.HandicraftIncome,Q89.MainSourcesIncome.KitchenGardenIncome,Q89.MainSourcesIncome.SalaryJobIncome,Q89.MainSourcesIncome.CasualLaborIncome,Q89.MainSourcesIncome.RemitIncome,Q89.MainSourcesIncome.GoatIncome,Q89.MainSourcesIncome.PigIncome,Q89.MainSourcesIncome.CattleIncome,Q89.MainSourcesIncome.ChickenIncome,Q89.MainSourcesIncome.Other,Q104.GoodAgPracticeAware.O1,Q104.GoodAgPracticeAware.O2,Q104.GoodAgPracticeAware.O3,Q104.GoodAgPracticeAware.O4,Q104.GoodAgPracticeAware.O5,Q104.GoodAgPracticeAware.O6,Q104.GoodAgPracticeAware.O7,Q104.GoodAgPracticeAware.O8,Q104.GoodAgPracticeAware.O9,Q104.GoodAgPracticeAware.O10,Q104.GoodAgPracticeAware.O11,Q104.GoodAgPracticeAware.O12,Q104.GoodAgPracticeAware.O13,Q104.GoodAgPracticeAware.O14.Text,Q105.GoodAgPracticeTrained.O1,Q105.GoodAgPracticeTrained.O2,Q105.GoodAgPracticeTrained.O3,Q105.GoodAgPracticeTrained.O4,Q105.GoodAgPracticeTrained.O5,Q105.GoodAgPracticeTrained.O6,Q105.GoodAgPracticeTrained.O7,Q105.GoodAgPracticeTrained.O8,Q105.GoodAgPracticeTrained.O9,Q105.GoodAgPracticeTrained.O10,Q105.GoodAgPracticeTrained.O11,Q105.GoodAgPracticeTrained.O12,Q105.GoodAgPracticeTrained.O13,Q105.GoodAgPracticeTrained.O14,Q105.GoodAgPracticeTrained.O15.Text,Q106.ActiviesPracticed.O1,Q106.ActiviesPracticed.O2,Q106.ActiviesPracticed.O3,Q106.ActiviesPracticed.O4,Q106.ActiviesPracticed.O5,Q106.ActiviesPracticed.O6,Q106.ActiviesPracticed.O7,Q106.ActiviesPracticed.O8,Q106.ActiviesPracticed.O9,Q106.ActiviesPracticed.O10,Q106.ActiviesPracticed.O11,Q106.ActiviesPracticed.O12,Q106.ActiviesPracticed.O13,Q106.ActiviesPracticed.O14.Text,Q108.ChangesInPractice,Q109.WhatChange,Q114.NewBusinessStarted,Q115.WhatNewBusiness,Q117.FromWhereLearned.O1,Q117.FromWhereLearned.O2,Q117.FromWhereLearned.O3,Q117.FromWhereLearned.O4,Q117.FromWhereLearned.O5,Q117.FromWhereLearned.O6,Q117.FromWhereLearned.O7.Text,Q118.CostStarting,Q119.DifferenceToIncome,Q120.HowContributeIncome,Q121.OverallIncomeChange,Q122.WhyIncomeChanged,Q21.Income.Other.O6.Text.Tags
64,23992259,-0.959246605,30.34575463,1,2,3,4,-2,-2,,5,7800,0,0,5,2000000,2500,400000,1,2,5,4,1,5,70000,13000,100000,1,2,1,0,1,1200000,1200000,,,,,,,,,,,,,-1,-1,-1,-1,2,7,-2,-2,-2,,1,,,,,2,,,,,,,,,,,,,,1,4,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,1,5,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,5,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,1,mulching,2,,,,,,,,,,,,,,['daily expenses']
65,23992260,-0.957515371,30.34909211,1,3,4,-2,-2,-2,,5,260,0,0,5,1500000,2500,2000000,1,4,1,3,1,5,230000,14000,50000,1,4,1,,,,,0,0,0,0,,,,,,,,,-1,-1,-1,-1,2,7,-2,-2,-2,,1,,,,,2,,,,,,,,,,,,,,5,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,4,5,7,8,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,4,5,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,1,water management using mulching,2,,,,,,,,,,,,,,['daily expenses']
66,23992261,-0.962643798,30.3493698,1,2,3,4,-2,-2,,5,150,0,0,5,1200000,2500,400000,2,4,2,2,1,5,350000,120000,60000,1,3,1,0,0,0,0,0,0,0,0,,,,,,,,,-1,-1,-1,-1,2,-1,-2,-2,-2,,1,,,,,,,,,,,,,,,,,,,5,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,1,4,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,4,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,2,,2,,,,,,,,,,,,,,['daily expenses']
67,23992262,-0.806100465,30.24058096,2,3,4,-2,-2,-2,,5,4448,0,0,5,11120000,2500,700000,1,2,2,2,1,5,260000,13000,500000,2,5,1,1900000,3,600000,1900000,,,,,,,,,,,,,-1,-1,-1,-1,2,3,-2,-2,-2,,1,2,,,,,,,,,,,,,,,,,,1,5,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,3,5,7,10,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,3,4,5,7,10,-2,-2,-2,-2,-2,-2,-2,-2,,1,prunning and water management,2,,,,,,,,,,,,,,"['car', 'daily expenses']"
68,23992263,-0.50320955,30.29191504,1,2,3,4,-2,-2,,5,430,0,0,5,2300000,2300,900000,1,2,1,2,1,5,480000,12000,400000,1,2,1,3900000,5,780000,3900000,700000,7,100000,700000,,,,,,,,,-1,-1,-1,-1,2,3,7,-2,-2,,1,2,,,,3,,,,,,,,,,,,,,1,2,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,1,2,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,1,2,3,4,5,7,-2,-2,-2,-2,-2,-2,-2,,1,terracing the land to avoid soil erosion,2,,,,,,,,,,,,,,
69,23992264,-0.504378986,30.30414033,1,2,3,4,-2,-2,,5,2500,0,0,5,3300000,2500,1200000,1,2,2,2,1,5,650000,12000,450000,1,2,1,1400000,2,700000,1400000,0,0,0,0,,,,,,,,,-1,-1,-1,-1,2,3,7,-2,-2,,1,2,,,,3,,,,,,,,,,,,,,5,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,3,4,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,3,4,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,1,prunning,1,A retail shop,1,-2,-2,-2,-2,-2,,800000,1,2,4,returns from the shop,
70,23992265,-0.506297236,30.30344519,1,2,3,4,-2,-2,,5,2500,0,0,5,4000000,2500,600000,1,2,1,2,1,5,650000,12000,430000,1,2,1,0,0,0,0,,,,,,,,,,,,,-1,-1,-1,-1,2,3,7,-2,-2,,1,2,,,,3,,,,,,,,,,,,,,1,3,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,3,4,5,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,3,4,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,1,mulching,2,,,,,,,,,,,,,,
71,23992266,-0.489909564,30.28497423,1,2,3,4,5,-2,,5,2500,0,0,1,120000,2500,1500000,1,2,2,2,1,5,3600000,10000,800000,1,2,1,30000000,30,1000000,30000000,,,,,,,,,800000,480,100,9600000,-1,-1,-1,-1,2,3,9,18,19,,1,3,,,,,,2,,,,,,,,,4,5,,3,4,5,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,,4,5,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,3,4,5,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,,1,weeding and terracing,2,,,,,,,,,,,,,,
72,23992267,-0.489831717,30.28479864,2,3,4,5,-2,-2,,5,2600,0,0,5,3900000,2600,1300000,1,2,1,3,1,1,3360000,7000,1800000,2,4,1,0,0,0,0,,,,,,,,,,,,,-1,-1,-1,-1,2,3,-2,-2,-2,,1,2,,,,,,,,,,,,,,,,,,3,5,7,8,-2,-2,-2,-2,-2,-2,-2,-2,-2,,5,7,8,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,3,5,7,8,-2,-2,-2,-2,-2,-2,-2,-2,-2,,1,General prunning,1,A retail shop,1,-2,-2,-2,-2,-2,,2500000,1,2,4,i use it to clear some incurrred costs.,
73,23992268,-0.535876543,30.3689928,1,2,3,4,5,-2,,5,0,0,0,1,1260000,2500,500000,1,2,5,4,1,5,0,0,0,1,2,2,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,-2,-2,-2,-2,,1,,,,,,,,,,,,,,,,,,,7,8,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,5,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,1,practicing mulching,2,,,,,,,,,,,,,,
74,23992269,-0.551171137,30.36949768,1,3,4,5,-2,-2,,5,203,0,0,5,466900,2300,60000,2,5,5,4,1,5,0,0,0,2,3,2,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,-2,-2,-2,-2,,1,,,,,,,,,,,,,,,,,,,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,13,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,none,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,2,,2,,,,,,,,,,,,,,
75,23992270,-0.52292227,30.39383321,1,2,3,4,5,-2,,5,0,0,0,5,600000,2000,350000,2,4,5,4,1,5,0,0,0,2,3,1,,,,,0,0,0,0,,,,,,,,,-1,-1,-1,-1,2,-2,-2,-2,-2,,1,,,,,,,,,,,,,,,,,,,7,12,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,8,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,2,,2,,,,,,,,,,,,,,
76,23992271,-0.522808133,30.39396299,3,4,5,-2,-2,-2,,5,0,0,0,5,600000,2300,200000,2,4,1,2,1,5,150000,8000,50000,2,4,2,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,-2,-2,-2,-2,,1,,,,,,,,,,,,,,,,,,,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,2,,2,,,,,,,,,,,,,,
77,23992272,-0.638509605,30.22352525,2,3,4,5,-2,-2,,5,0,0,0,5,780000,2200,405000,1,2,1,5,1,5,0,0,0,1,2,1,750000,1,750000,750000,0,0,0,0,0,0,0,0,,,,,-1,-1,-1,-1,2,3,-2,-2,-2,,1,2,,,,3,,,,,,,,,,,,,,3,5,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,3,5,10,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,3,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,1,prunning,2,,,,,,,,,,,,,,
78,23992273,-0.638460322,30.2236106,2,3,4,5,-2,-2,,5,1400,1400,0,5,3500000,2500,4000000,2,4,5,4,1,5,0,0,0,1,3,1,3500000,5,700000,3500000,,,,,,,,,,,,,-1,-1,-1,-1,2,18,-2,-2,-2,,1,,,,,,,,,,,,,,,,2,,,3,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,13,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,none,3,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,1,planting trees for shades,2,,,,,,,,,,,,,,
79,23992274,-0.638345215,30.22353074,2,3,4,5,-2,-2,,5,220,0,0,5,550000,2500,300000,2,4,2,3,1,5,150000,7000,0,2,4,2,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,3,-2,-2,-2,,1,2,,,,,,,,,,,,,,,,,,3,5,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,3,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,2,,2,,,,,,,,,,,,,,
80,23992275,-0.649505169,30.19370143,2,3,4,5,-2,-2,,5,0,0,0,5,900000,2500,0,1,2,2,2,1,5,560000,1600,0,1,2,2,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,3,6,-2,-2,,1,2,,,3,,,,,,,,,,,,,,,3,7,11,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,3,10,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,3,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,1,prunning,2,,,,,,,,,,,,,,
81,23992276,-0.649521233,30.19408987,2,3,4,5,-2,-2,,5,150,0,0,5,345000,2300,0,1,2,2,3,1,5,1400000,7000,0,2,3,1,0,0,0,0,320000,4,80000,320000,,,,,,,,,-1,-1,-1,-1,2,3,16,-2,-2,,1,2,,,,,,,,,,,,,3,,,,,3,8,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,8,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,7,8,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,1,composting,2,,,,,,,,,,,,,,
82,23992277,-0.649533484,30.19390387,2,3,4,5,-2,-2,,2,60,0,0,5,138000,2300,0,2,5,5,4,1,5,0,0,0,2,5,2,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,-2,-2,-2,-2,,1,,,,,,,,,,,,,,,,,,,3,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,7,12,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,7,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,2,,2,,,,,,,,,,,,,,
83,23992278,-0.64951839,30.19407195,3,4,5,-1,-2,-2,,2,0,0,0,5,300000,2300,0,2,5,5,4,1,5,0,0,0,2,4,2,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,-2,-2,-2,-2,,1,,,,,,,,,,,,,,,,,,,7,8,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,8,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,7,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,2,,2,,,,,,,,,,,,,,
84,23992279,-0.596527929,30.10841778,1,2,3,4,5,-2,,5,350,0,0,5,700000,2000,800000,1,2,1,3,1,5,0,0,0,1,3,1,500000,1,500000,500000,,,,,,,,,,,,,-1,-1,-1,-1,2,3,-2,-2,-2,,1,2,,,,,,,,,,,,,,,,,,3,7,8,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,8,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,5,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,1,water management,2,,,,,,,,,,,,,,
85,23992281,-0.59790615,30.10930576,2,3,4,5,-2,-2,,5,365,0,0,5,850000,2200,1000000,1,2,5,4,1,1,0,0,30000,1,2,2,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,3,-2,-2,-2,,1,2,,,,,,,,,,,,,,,,,,5,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,13,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,none,2,5,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,1,planting new coffee and banana plantations,2,,,,,,,,,,,,,,
86,23992282,-0.600084885,30.10891844,1,2,3,4,5,-2,,5,250,250,0,5,500000,2000,0,2,4,2,2,1,5,502500,1500,0,1,3,1,0,0,0,0,300000,3,100000,300000,200000,1,200000,200000,0,0,0,0,1,Rabbits,0,0,2,3,7,-2,-2,,1,2,,,,3,,,,,,,,,,,,,,5,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,11,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,5,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,2,,2,,,,,,,,,,,,,,
87,23992283,-0.601014683,30.1133002,2,3,4,5,-2,-2,,5,1200,0,0,5,2640000,2200,1000000,1,2,1,3,1,5,550000,8000,500000,1,2,1,,,,,0,0,0,0,,,,,,,,,-1,-1,-1,-1,2,3,8,16,-1,,1,2,,,,,3,,,,,,,,4,,,,,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,11,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,2,,2,,,,,,,,,,,,,,
88,23992284,-0.60930884,30.1177576,2,3,4,5,-2,-2,,5,200,0,0,5,480000,2400,1000000,1,2,5,5,1,5,0,0,0,1,3,2,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,3,-2,-2,-2,,1,2,,,,,,,,,,,,,,,,,,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,8,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,2,,2,,,,,,,,,,,,,,
89,23992285,-0.609234011,30.11729948,2,3,4,5,-2,-2,,5,240,0,0,5,528000,2200,0,1,2,5,4,1,5,0,0,0,1,3,1,,,,,0,0,0,0,,,,,,,,,-1,-1,-1,-1,2,3,-2,-2,-2,,1,2,,,,,,,,,,,,,,,,,,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,13,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,none,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,2,,2,,,,,,,,,,,,,,
90,23992286,-0.618380293,30.05599078,2,3,4,5,-2,-2,,5,100,0,0,5,220000,2200,200000,1,2,2,2,1,5,3600000,10000,350000,1,2,1,1500000,1,1500000,1500000,0,0,0,0,,,,,0,0,0,0,-1,-1,-1,-1,2,3,7,-2,-2,,2,1,,,,3,,,,,,,,,,,,,,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,8,11,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,5,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,1,mulching,2,,,,,,,,,,,,,,
91,23992287,-0.625706196,30.05527242,2,3,4,5,-2,-2,,5,150,0,0,5,330000,2200,100000,2,3,2,2,1,5,1800000,10000,0,1,4,1,1,1,1400000,1400000,0,0,0,0,,,,,,,,,-1,-1,-1,-1,2,3,7,-2,-2,,1,2,,,,3,,,,,,,,,,,,,,7,8,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,8,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,1,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,2,,2,,,,,,,,,,,,,,
92,23992288,-0.629957759,30.04454237,1,2,3,4,5,-2,,5,2273,0,0,5,5000000,2200,1000000,1,2,1,3,1,5,3600000,10000,400000,1,2,1,0,0,0,0,,,,,,,,,,,,,-1,-1,-1,-1,2,3,7,-2,-2,,2,1,,,,3,,,,,,,,,,,,,,5,7,8,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,8,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,2,,2,,,,,,,,,,,,,,
93,23992289,-0.629279572,30.04441496,1,2,3,4,5,-2,,5,180,0,0,5,450000,2500,0,2,5,2,2,1,5,3200000,8000,0,1,2,2,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,3,-2,-2,-2,,2,1,,,,,,,,,,,,,,,,,,7,13,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,mulching,8,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,2,,2,,,,,,,,,,,,,,
94,23992290,-0.631639145,30.04380739,2,3,4,5,-2,-2,,5,0,0,0,5,1232000,2200,150000,1,2,5,4,1,5,0,0,0,2,5,1,,,,,0,0,0,0,,,,,,,,,-1,-1,-1,-1,2,7,-2,-2,-2,,1,,,,,2,,,,,,,,,,,,,,2,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,2,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,2,,2,,,,,,,,,,,,,,
95,23992291,-0.635772527,30.0412455,1,2,3,4,5,-2,,5,0,0,0,5,350000,2600,400000,1,2,5,5,1,5,1400000,9000,250000,1,2,1,1500000,1,1500000,1500000,,,,,,,,,,,,,-1,-1,-1,-1,2,3,7,-2,-2,,1,3,,,,2,,,,,,,,,,,,,,5,7,8,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,8,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,5,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,2,,2,,,,,,,,,,,,,,
96,23992292,-0.515195051,30.25974445,1,2,3,4,5,-2,,5,450,0,0,5,1125000,2500,450000,2,4,1,3,1,5,2450000,7000,400000,2,4,2,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,3,-2,-2,-2,,1,2,,,,,,,,,,,,,,,,,,5,7,8,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,7,12,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,2,,2,,,,,,,,,,,,,,
97,23992293,-0.522524012,30.25985988,1,2,3,4,5,-2,,5,1625,0,0,5,3900000,2400,720000,1,2,1,3,1,1,2940000,7000,300000,1,3,1,800000,1,800000,800000,,,,,,,,,,,,,-1,-1,-1,-1,2,3,18,-2,-2,,1,2,,,,,,,,,,,,,,,3,,,7,12,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,5,8,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,5,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,1,adding terraces for water management,2,,,,,,,,,,,,,,
98,23992294,-0.524769937,30.25894005,2,3,4,5,-2,-2,,5,100,0,0,5,200000,2000,0,2,4,2,3,1,5,3000000,7000,300000,1,2,1,,,,,,,,,,,,,0,0,0,0,-1,-1,-1,-1,2,3,-2,-2,-2,,1,2,,,,,,,,,,,,,,,,,,5,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,13,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,none,5,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,1,practiced water management,2,,,,,,,,,,,,,,
99,23992295,-0.525301173,30.2573172,1,2,3,4,5,-2,,5,300,0,0,5,690000,2300,50000,2,4,5,4,1,5,0,0,0,2,3,2,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,-1,-2,-2,-2,,1,,,,,,,,,,,,,,,,,,,7,8,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,8,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,7,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,2,,2,,,,,,,,,,,,,,
100,23992357,-0.953486249,30.3513289,1,2,3,4,5,-2,,3,100,100,0,5,"2,940,000 ugx",2400,"400,000 ug x",1,1,1,4,2,1,0 ugx,0 ugx,"250,000 ugx",1,4,1,"1,000,000 ugx",1,"500,000 ugx","1,000,000 ugx",,,,,,,,,,,,,-1,-1,-1,-1,2,7,-2,-2,-2,,"2,400,000 ugx",,,,,"1,000,000 ug",,,,,,,,,,,,,,1,3,4,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,,1,2,3,4,7,8,12,-2,-2,-2,-2,-2,-2,-2,,1,2,3,7,8,-2,-2,-2,-2,-2,-2,-2,-2,,1,"Prunning,  Planting in time and soil management",2,,,,,,,,,,,,,,
101,23992358,-0.953346616,30.3536674,1,2,4,5,-2,-2,,5,100,100,0,5,"3,000,500 ugx",2500,"270 ,000 shs",1,1,3,2,1,5,"3,000,500 ugx",1650 kg,"290,000 ugx",1,1,1,0 shs,0,0 ug x,zero,,,,,,,,,240000,6,20,240000,-1,-1,-1,-1,2,7,-2,-2,-2,,over 1800 kgs,,,,,"240,000 ug x",,,,,,,,,,,,,,1,2,3,4,6,7,12,-2,-2,-2,-2,-2,-2,,1,2,3,7,8,12,-2,-2,-2,-2,-2,-2,-2,-2,,1,2,3,4,6,7,12,-2,-2,-2,-2,-2,-2,,2,,2,,,,,,,,,,,,,,
102,23992359,-0.828324702,30.26752161,2,3,-2,-2,-2,-2,,5,100,100,0,5,"1,300,000 ugx",2500,"500,000 ugx",2,4,1,2,2,2,"1,500,000 ugx",2500 ugx,"500,000 ugx",2,4,1,"500,000 ugx",4,"700,000 ugx","2,500 000 ugx",100000,4,70000,220000,,,,,0,0,0,0,-1,-1,-1,-1,2,3,4,6,7,,750 kgs,400 bunched,40kgs,,400kgs,10 cows,,,,,,,,,,,,,,1,2,3,4,7,12,-2,-2,-2,-2,-2,-2,-2,,1,2,3,4,6,7,-2,-2,-2,-2,-2,-2,-2,-2,,1,2,3,6,7,-2,-2,-2,-2,-2,-2,-2,-2,,1,Mulching,2,,,,,,,,,,,,,,
