Unnamed: 0,SbjNum,Latitude,Longitude,Q21.Income.Food.O1,Q21.Income.SchoolFees.O2,Q21.Income.MedicalBills.O3,Q21.Income.Clothes.O4,Q21.Income.Energy.O5,Q21.Income.Other.O6,Q21.Income.Other.O6.Text,Q29.Income,Q30.MainCashCrop,Q30.Other.Text,Q33.CashCropSold,Q34.CashCropUsed,Q35.CashCropSavedForSeed,Q36.CashCropLost,Q37.CauseOfLoss.O1,Q37.CauseOfLoss.O2,Q37.CauseOfLoss.O3,Q37.CauseOfLoss.O4,Q37.CauseOfLoss.Other.Text,Q38.CashCropEarnings,Q39.CashCropPx,Q40.CostOfProduction,Q41.AverageYear,Q42.ProductionHigherLower,Q63.ProductionCost,Q64.AverageYear,Q65.ProductionHigherLower,Q69.AmountEarnedCattle,Q70.NumberCattleSold,Q71.PxPerCattle,Q72.TotalEarningCattle,Q73.AmountEarnedGoats,Q74.NumberGoatsSold,Q75.PxPerGoat,Q76.TotalEarningGoats,Q77.AmountEarnedPigs,Q78.NumberPigsSold,Q79.PxPerPig,Q80.TotalEarningPigs,Q81.AmountEarnedChickens,Q82.NumberChickensSold,Q83.PxPerChicken,Q84.TotalEarningsChickens,Q85.RearOtherAnimal,Q86.OtherAnimalType,Q87.OtherAnimalPx,Q88.TotalEarningOtherAnimal,Q89.MainSourcesIncome.1st,Q89.MainSourcesIncome.2nd,Q89.MainSourcesIncome.3rd,Q89.MainSourcesIncome.4th,Q89.MainSourcesIncome.5th,Q89.MainSourcesIncome.TeaIncome,Q89.MainSourcesIncome.CoffeeIncome,Q89.MainSourcesIncome.BananaIncome,Q89.MainSourcesIncome.MaizeIncome,Q89.MainSourcesIncome.HydroponicsIncome,Q89.MainSourcesIncome.BeansIncome,Q89.MainSourcesIncome.LivestockIncome,Q89.MainSourcesIncome.BeekeepingIncome,Q89.MainSourcesIncome.TreeIncome,Q89.MainSourcesIncome.FishIncome,Q89.MainSourcesIncome.HandicraftIncome,Q89.MainSourcesIncome.KitchenGardenIncome,Q89.MainSourcesIncome.SalaryJobIncome,Q89.MainSourcesIncome.CasualLaborIncome,Q89.MainSourcesIncome.RemitIncome,Q89.MainSourcesIncome.GoatIncome,Q89.MainSourcesIncome.PigIncome,Q89.MainSourcesIncome.CattleIncome,Q89.MainSourcesIncome.ChickenIncome,Q89.MainSourcesIncome.Other,Q21.Income.Other.O6.Text.Tags
202,23992780,,,2,4,5,-2,-2,-2,,5,1,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,1920000,2500,400000,1,1,60000,1,1,1000000,1,1000000,1000000,100000,1,100000,100000,160000,1,160000,160000,,,,,-1,-1,-1,-1,2,3,7,-1,-1,,1,2,,,,3,,,,,,,,,,,,,,
203,23992781,,,1,2,3,4,5,-2,,5,1,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,750000,2500,400000,1,2,300000,1,2,700000,1,700000,700000,0,0,0,0,,,,,,,,,-1,-1,-1,-1,2,7,14,-1,-1,,1,,,,,3,,,,,,,2,,,,,,,
204,23992850,-0.96022602,30.34469021,1,2,3,-2,-2,-2,,5,1,,3,80,25,1,1,2,Causes_of_loss,Causes_of_loss,,"700,000ugx",2300,"150,000ugx",1,2,"150,000ugx",1,1,i didnot sell any,none,,none,,,,,,,,,,,,,-1,-1,-1,-1,1,3,6,14,20,2,,1,,,3,,,,,,,,4,,,,,,buiding houses,
205,23992851,-0.826867165,30.25745571,1,2,3,4,-2,-2,,5,2,,23,100,25,2,1,4,Causes_of_loss,Causes_of_loss,storm,"230,000ugx",2300,"60,000ugx",2,4,"12,000,000ugx",1,4,,,,,100000,1,100000,100000,120000,1,"120,000ugx",120000,,,,,-1,-1,-1,-1,1,3,14,-2,-2,1,,2,,,,,,,,,,,3,,,,,,,
206,23992852,-0.827276975,30.25661152,2,-2,-2,-2,-2,-2,,5,2,,90,25,50,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"2,500,000ugx",2300,"350,000ugx",1,1,"20,000 ugx",2,3,12,4,"900,000ugx","3,600,000ugx",6,3,100000,300000,,,,,,,,,-1,-1,-1,-1,2,3,4,6,7,,1,2,4,,3,5,,,,,,,,,,,,,,
207,23992853,-0.503544501,30.29424276,1,2,3,4,5,-2,,5,1,,100,0,0,2,1,3,Causes_of_loss,Causes_of_loss,,350000,2500,500000,2,1,500000,2,5,"2,240,000",1,800000,"2,240,000",,,,,,,,,,,,,-1,-1,-1,-1,2,3,7,-2,-2,,1,4,,,,2,,,,,,,,,,,,,,
208,23992854,-0.504485712,30.30436872,2,4,5,-2,-2,-2,,5,1,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"112,700",2300,800000,2,5,800000,2,5,,,,,80000,1,80000,80000,,,,,,,,,-1,-1,-1,-1,2,3,6,-2,-2,,2,1,,,3,,,,,,,,,,,,,,,
209,23992855,-0.499291527,30.29382961,1,2,3,4,-2,-2,,5,1,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,1000000,2300,400000,1,2,500000,1,2,,,,,100000,1,100000,100000,,,,,30000,2,2,30000,-1,-1,-1,-1,2,3,6,-2,-2,,1,2,,,3,,,,,,,,,,,,,,,
210,23992856,-0.48978204,30.28480834,2,3,4,5,-2,-2,,5,1,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"1,400,000",2500,400000,1,1,400000,1,1,,,,,,,,,0,0,0,0,,,,,-1,-1,-1,-1,2,3,-2,-2,-2,,1,2,,,,,,,,,,,,,,,,,,
211,23992857,-0.489821414,30.28473029,1,2,3,4,5,-2,,5,1,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,1400000,2500,1000000,1,1,200000,2,4,0,0,0,0,,,,,,,,,,,,,-1,-1,-1,-1,2,3,6,-2,-2,,1,2,,,3,,,,,,,,,,,,,,,
212,23992858,-0.538371178,30.37385608,1,2,3,-2,-2,-2,,5,2,,4,4,0,2,1,2,3,Causes_of_loss,,"420,000ugx",2100,"70,000ugx",2,4,"25,000ugx",2,4,,,,,,0,,,0,none,none,,,,,,-1,-1,-1,-1,2,6,14,-2,-2,,2,,,,1,,,,,,,,3,,,,,,,
213,23992859,-0.548280932,30.36953945,1,2,3,4,6,-2,buy land,5,2,,100,0,0,1,2,3,Causes_of_loss,Causes_of_loss,,"3,000,000ugx",2800,"2,000,000ugx",1,2,"400,000ugx",2,5,,,,,280000,2,140000,280000,,,,,,,,,-1,-1,-1,-1,2,3,6,7,20,,1,2,,,4,5,,,,,,,,,,,,,ovacodo 3,
214,23992860,-0.522894849,30.3939537,1,2,3,-2,-2,-2,,2,2,,100,0,0,2,1,2,3,4,lack of mature,"276,000ugx",2300,"40,000ugx",1,2,,,,,,,,2,2,150000,300000,,,,,,,,,-1,-1,-1,-1,2,14,16,-2,-2,,1,,,,,,,,,,,,3,,2,,,,,
215,23992862,0.752199807,30.54376046,1,2,6,-2,-2,-2,And basic needs,5,2,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"1,000,000ugx",250,"4,000,000ugx",1,1,jb,1,4,none,none,none,none,,,,,0,none,none,,,20,14,1,-1,-1,-1,-1,1,20,-2,-2,-2,1,,,,,,,,,,,,,,,,,,,and businesa,
216,23992863,0.752163389,30.54318561,1,2,-2,-2,-2,-2,,4,2,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"120,000ugx",280,"250,000ugx",1,1,"250,000ugx",1,1,,,,,,,,,,,,,,,,,-1,-1,-1,-1,1,-1,-2,-2,-2,1,,,,,,,,,,,,,,,,,,,,
217,23992864,0.748998956,30.54901996,1,2,-2,-2,-2,-2,,5,2,,100,0,0,5,2,Causes_of_loss,Causes_of_loss,Causes_of_loss,,2.8 millionugx,280,1.8million,1,1,"300,000ugx",1,1,,,,,,,,,,none,none,,,,,,-1,-1,-1,-1,1,3,4,14,17,1,,2,3,,,,,,,,,,4,,,5,,,,
218,23992865,0.753663271,30.53129421,1,2,6,-2,-2,-2,House hold care mainly,5,2,,100,0,0,5,2,Causes_of_loss,Causes_of_loss,Causes_of_loss,,1.5 million,420,"500,000ugx",1,1,"80,000ugx",1,4,,,,,,0,,,,,,,,none,0,,1,local,none,none,1,3,7,14,19,1,,3,,,,2,,,,,,,5,,,,,4,,
219,23992866,0.755963666,30.53303006,1,6,-2,-2,-2,-2,I also invest in business,5,2,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,Cannot remember,250,"3,000,000ugx",1,1,"100,000ugx",1,1,,,,,,,,,,,,,,,,,1,local breed,,,1,3,6,16,19,3,,"1,",,,5,,,,,,,,,,4,,,2,,
220,23992867,0.74753786,30.44168803,1,2,6,-2,-2,-2,And investing in plantations,5,2,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"5,000,000ugx",280,"2,000,000ugx",1,1,"500,000ugx",1,1,did not sell any,0,0,0,0,0,0,0,500000,4,"130,000ugx",300000,,0,0,0,-1,-1,-1,-1,1,3,6,17,20,1,,2,,,3,,,,,,,,,,,5,,,sweetpotatoes 4,
221,23992868,0.748782418,30.44328451,1,2,3,-2,-2,-2,,5,2,,100,0,0,3,1,Causes_of_loss,Causes_of_loss,Causes_of_loss,,4.5millionugx,280,"800,000ugx",1,1,not yet sure around,2,5,"3,000,000ugx",1,"680,000ugx","680,000ugx",,,,,,,,,,none,0,,-1,-1,-1,-1,1,7,18,-2,-2,1,,,,,,2,,,,,,,,,,,3,,,
222,23992869,0.755954912,30.43016607,2,4,6,-2,-2,-2,also saves,5,2,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"3600,000ugx",300,"7000,000ugx",1,1,"1,000,000",2,4,"3000,000ugx",3,"900,000ugx","3000,000ugx",,0,,,0,21,"50,000 per piglet totaling to 900,000ugx and 1.6million from 3 pigs that is 2.5 million",20000000,,none for home consmption,0,,-1,-1,-1,-1,1,3,6,7,13,1,,3,,,5,4,,,,,,2,,,,,,,,
223,23992870,0.750966084,30.44173145,2,3,-2,-2,-2,-2,,5,2,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,54millionugx,450,60percent,1,1,"2500,000ugx",1,1,none,none,none,the farmer doesnot t,,0,,,,,,,,,,,-1,-1,-1,-1,1,3,16,18,-2,2,,1,,,,,,,,,,,,,4,,3,,,
224,23992871,0.715539855,30.46173551,2,-2,-2,-2,-2,-2,,5,2,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,24millionugx,450,farmer not sure,1,1,"360,000ugx",1,1,from milk 4.8million,5,"900,000ugx",16.8millionugx,,0,,,,,,,,,,,-1,-1,-1,-1,1,9,18,20,-2,1,,,,,,,,5,,,,,,,,,3,,"photography 2, rentals 4",
225,23992872,0.715671261,30.46121611,2,3,-2,-2,-2,-2,,5,2,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,farmer not sure,450,farmer doesnot know,1,1,none,1,1,farmer didt sale any,none,none,none,,,,,,,,,,none,0,,-1,-1,-1,-1,1,13,-2,-2,-2,2,,,,,,,,,,,,1,,,,,,,,
226,23992873,-0.524102753,30.39725621,1,3,-2,-2,-2,-2,,5,2,,100,1,0,2,2,3,Causes_of_loss,Causes_of_loss,,"402,500ugx",2300,"900,000ugx",1,2,"90,000ugx",2,5,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,3,6,-2,-2,,1,2,,,3,,,,,,,,,,,,,,,
227,23992874,-0.638550311,30.22358521,1,2,3,4,5,-2,,5,1,,100,0,0,1,2,3,Causes_of_loss,Causes_of_loss,,"2,112,000ugx",2200,"840,000ugx",1,2,"84,000ugx",2,4,i did not sell any,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,3,14,-2,-2,,1,2,,,,,,,,,,,3,,,,,,,
228,23992875,-0.638678234,30.22363438,2,3,6,-2,-2,-2,buy salt,5,2,,100,2,0,2,1,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"660,000ugx",2400,"480,000ugx",2,4,"50,000ugx",2,4,I did sell any,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,11,20,-2,-2,,1,,,,,,,,,2,,,,,,,,,from SACCO 3,
229,23992876,-0.638632264,30.22350322,2,3,4,5,-2,-2,,5,2,,100,1,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"5,200,000ugx",2600,"1,000,000ugx",1,1,"800,000ugx",1,2,"1,800,000Ugx",2,"900,000ugx","1,800,000ugx",600000,4,150000,600000,,,,,,,,,-1,-1,-1,-1,2,3,14,16,18,,1,2,,,,,,,,,,,5,,3,,4,,,
230,23992877,-0.649519833,30.19445259,1,2,3,4,-2,-2,,4,2,,90,5,5,2,2,3,Causes_of_loss,Causes_of_loss,,"600,000ugx",2400,"70,000ugx",2,3,"90,000ugx",2,3,i didnot sell any,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,3,9,14,16,,1,2,,,,,,4,,,,,3,,5,,,,,
231,23992878,-0.649063678,30.19389126,1,2,3,-2,-2,-2,,4,2,,100,0,0,2,2,3,Causes_of_loss,Causes_of_loss,,"576,000ugx",2400,"100,000ugx",2,3,"100,000ugx",2,4,I didnot sell,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,9,11,14,15,,1,,,,,,,4,,2,,,3,5,,,,,,
232,23992879,-0.64968987,30.19401657,1,2,3,-2,-2,-2,,2,2,,95,1,4,2,1,2,3,Causes_of_loss,,"200,000ugx",2000,"50,000ugx",2,5,"60,000ugx",2,4,"1,120,000ugx",4,"280,000ugx","1,120,000ugx",400000,2,200000,400000,,,,,,,,,-1,-1,-1,-1,2,3,14,16,18,,1,2,,,,,,,,,,,5,,4,,4,,,
233,23992880,-0.595576475,30.10806441,1,2,3,-2,-2,-2,,4,1,,85,10,5,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"230,000ugx",2300,"140,000ugx",1,2,"50,000ugx",1,2,,,,,150000,1,150000,150000,,,,,,,,,-1,-1,-1,-1,2,3,9,14,16,,1,2,,,,,,4,,,,,5,,3,,,,,
234,23992881,-0.596599702,30.10771291,2,3,4,5,-2,-2,,5,2,,100,85,0,1,1,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"1,820,000ugx",2600,"400,000ugx",1,2,"100,000ugx",1,2,"1,000,000ugx",1,"1,000,000ugx","1,000,000ugx",,,,,,,,,,,,,-1,-1,-1,-1,2,3,6,13,18,,1,2,,,3,,,,,,,5,,,,,4,,,
235,23992882,-0.599163371,30.10946672,1,2,3,-2,-2,-2,,3,1,,100,59,0,1,1,3,Causes_of_loss,Causes_of_loss,,"560,000ugx",2000,"120,000ugx",1,2,,2,4,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,3,11,14,-1,,1,2,,,,,,,,3,,,2,,,,,,,
236,23992883,-0.600242016,30.11067086,2,3,4,6,-2,-2,we buy salt,5,2,,100,85,2,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"1,144,000ugx",2200,"300,000ugx",1,2,"200,000ugx",1,2,,,,,480000,4,120000,480000,,,,,,,,,-1,-1,-1,-1,2,3,9,16,20,,2,1,,,,,,5,,,,,,,3,,,,millet 4,
237,23992885,0.715341257,30.46111599,2,6,-2,-2,-2,-2,investing,5,2,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"1000,000ugx",450,farmer not sure,1,1,"840,000ugx",1,1,"950,000ugx",1,"950,000ugx","950,000ugx",,4,320000,320000,300000,4,"300,000ugx",300000,,none,0,,1,local,none,none,1,13,20,-2,-2,1,,,,,,,,,,,,2,,,,,,,business 3,
238,23992886,0.715421162,30.46173861,2,-2,-2,-2,-2,-2,,5,2,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,1.8millionugx,280,"1000,000ugx",1,1,"300,000ugx",1,1,"900,000ugx",none,none,"900,000ugx",,,,,,,,,,,,,-1,-1,-1,-1,1,2,3,7,20,1,4,3,,,,2,,,,,,,,,,,,,and digging 5,
239,23992887,0.715916347,30.46185274,1,2,4,-2,-2,-2,,5,2,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"3,360,000",280,"800,000ugx",2,4,"400,000ugx",1,1,,,,,240000,5,70000,240000,,,,,80000,4,20,80000,1,local,"20,000 per chicken and 240,000 in the goats in total","80,000 and 240,000",1,10,13,16,19,1,,,,,,,,,3,,,2,,,4,,,5,,
240,23992888,0.712653797,30.46782444,2,-2,-2,-2,-2,-2,,5,2,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,1680000ugx,280,"900,000ugx",1,1,"300,000ugx",1,2,,,,,,,,,,,,,,,,,-1,-1,-1,-1,1,-2,-2,-2,-2,1,,,,,,,,,,,,,,,,,,,,
241,23992889,0.713621848,30.46562994,2,3,-2,-2,-2,-2,,5,2,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"10,000,000ugx",520,"1000,000ugx",1,1,farmer not sure,1,1,3.2 millionugx,4,"800,000ugx",3.2milionugx,,0,,,,,,,30000,5,60,30000,-1,-1,-1,-1,1,3,4,6,16,1,,2,4,,3,,,,,,,,,,5,,,,,
242,23992890,0.706020471,30.54194563,1,2,3,-2,-2,-2,,5,2,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"16,000,000ugx",450,"15,000,000ugx",1,1,"3,000,000",2,4,4.5million,4,"1,000,000ugx","4,5000,000ugx",,0,,,,,,,,,,,-1,-1,-1,-1,1,2,3,6,18,1,2,4,,,5,,,,,,,,,,,,3,,,
243,23992891,0.706906073,30.55568278,1,2,3,-2,-2,-2,,5,2,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"1,200,000ugx",260,"1,000,000ugx",1,1,"500,000ugx",1,1,1.5millionugx,2,"700,000ugx","1,200,000ugx",,,,,,,,,,,,,2,-1,-1,-1,1,2,9,13,18,2,4,,,,,,,5,,,,1,,,,,3,,,
244,23992892,0.711311232,30.53944168,1,2,-2,-2,-2,-2,,5,2,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,farmer not sure,420,"1,000,000ugx",1,1,none,1,1,,,,,,0,,,,,,,,none,0,,-1,-1,-1,-1,1,-1,-1,-2,-2,1,,,,,,,,,,,,,,,,,,,,
245,23992893,0.707743049,30.51285699,1,2,6,-2,-2,-2,and basic needs,5,2,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,farmer not sure,280,farmer not sure,1,1,farmer not sure,1,1,for home use,none,for home use,none,,,,,,,,,,,,,-1,-1,-1,-1,1,2,20,-2,-2,2,3,,,,,,,,,,,,,,,,,,business 1,
246,23992894,0.668868998,30.49845054,1,2,3,6,-2,-2,Do development projects,5,2,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"15,000,000ugx",400,"2,000,000ugx",1,1,"200,000ugx",1,1,"4,200,000ugx",6,"700,000ugx",4.2million,,,,,1200000,6,"200,000ugx",1200000,400000,40,10,400000,-1,-1,-1,-1,1,13,20,-2,-2,3,,,,,,,,,,,,1,,,,,,,"rentals 2, a hotel 3",
247,23992895,0.715365899,30.46200079,2,-2,-2,-2,-2,-2,,5,2,,100,0,0,1,4,Causes_of_loss,Causes_of_loss,Causes_of_loss,lack of fertilizers,"840,000ugx",280,"2,000,000ugx",2,5,"100,000ugx",1,1,,,,,,,,,,,,,,,,,-1,-1,-1,-1,1,13,-1,-2,-2,2,,,,,,,,,,,,1,,,,,,,,
248,23992896,-0.600018187,30.11227637,1,2,3,4,6,-2,To pay labours,5,2,,100,85,1,2,2,3,4,Causes_of_loss,thieves,"188,600ugx",2300,"60,000ugx",2,4,"30,000ugx",2,4,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,3,6,9,14,,1,2,,,3,,,5,,,,,4,,,,,,,
249,23992897,-0.598823708,30.11456439,1,2,3,4,6,-2,i buy matures,4,2,,100,20,0,2,1,2,3,Causes_of_loss,,"172,800ugx",2400,"100,000ugx",2,5,"10,000ugx",2,5,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,6,9,-2,-2,,1,,,,3,,,2,,,,,,,,,,,,
250,23992898,-0.598803131,30.11395036,1,-2,-2,-2,-2,-2,,4,2,,100,80,6,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"400,200ugx",2300,"100,000ugx",1,2,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,-2,-2,-2,-2,,1,,,,,,,,,,,,,,,,,,,
251,23992899,-0.62870459,30.05360461,2,3,4,-2,-2,-2,,4,1,,100,0,0,2,4,Causes_of_loss,Causes_of_loss,Causes_of_loss,frost and price fractuation,"920,000ugx",2300,"120,000ugx",1,3,"200,000ugx",2,4,,,,,120000,1,120000,120000,,,,,,,,,-1,-1,-1,-1,2,3,9,14,16,,1,2,,,,,,5,,,,,4,,3,,,,,
252,23992900,-0.627441678,30.05563815,2,3,4,5,-2,-2,,5,1,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"2,016,000ugx",2400,"560,000ugx",1,2,"200,000ugx",1,1,I did not sell any,,,,140000,1,140000,140000,,,,,,,,,-1,-1,-1,-1,2,3,11,16,18,,2,1,,,,,,,,5,,,,,3,,4,,,
253,23992901,-0.631150108,30.04706275,2,3,4,-2,-2,-2,,5,1,,100,20,0,2,2,3,Causes_of_loss,Causes_of_loss,,"625,000ugx",2500,"100,000ugx",2,4,"50,000ugx",1,2,"1,4000,000ugx",2,"700,000ugx","1,400,000ugx",1200000,10,1200000,1200000,240000,8piglets,"30,000ugx",240000,,,,,1,Rabbits,"5 ,000ugx","100,000",2,3,6,16,18,,1,2,,,3,,,,,,,,,,5,,4,,,
254,23992902,-0.632512993,30.04294098,2,3,4,-2,-2,-2,,1,2,,100,0,0,4,2,4,Causes_of_loss,Causes_of_loss,poor coffee seeds,"375,000ugx",2500,"100,000ugx",2,5,,2,5,I didnot sell,I didnot sell any,I didnot sell any,,,,,,,,,,,,,,-1,-1,-1,-1,2,14,20,-2,-2,,1,,,,,,,,,,,,2,,,,,,if my children give me money. 3,
255,23992903,-0.636144787,30.04283344,2,3,4,6,-2,-2,Hire labours in my farm,5,1,,100,2,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"640,800ugx",2400,"200,000ugx",1,2,"200,000ugx",1,1,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,3,9,11,14,,1,3,,,,,,3,,4,,,5,,,,,,,
256,23992904,-0.515293814,30.25947811,2,3,4,5,-2,-2,,5,1,,100,0,0,4,2,3,Causes_of_loss,Causes_of_loss,,"230,0230,000ugx",2300,"1,000,000ugx",1,2,"70,000ugx",1,2,,,,,200000,2,100000,200000,,,,,,,,,-1,-1,-1,-1,1,3,6,14,16,1,,2,,,3,,,,,,,,4,,5,,,,,
257,23992905,-0.523869699,30.26101489,2,3,4,6,-2,-2,Buy agricultural seeds.,5,1,,100,5,0,2,1,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"312,000ugx",2400,"200,000,ugx",2,5,"150,000ugx",1,2,,,,,200000,2,100000,200000,,,,,,,,,-1,-1,-1,-1,2,3,9,16,20,,2,1,,,,,,4,,,,,,,3,,,,local bear making 5,
258,23992906,-0.524669376,30.25898834,2,3,4,-2,-2,-2,,2,1,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"855,000ugx",1900,"60,000ugx",2,5,"50,000ugx",2,4,,,,,250000,2,125000,250000,,,,,,,,,-1,-1,-1,-1,2,3,11,16,20,,1,2,,,,,,,,5,,,,,3,,,,Groundnuts   4,
259,23992908,0.714986925,30.4617334,1,2,3,-2,-2,-2,,5,2,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"4,500,000ugx",450,"2,000,000ugx",1,1,"2,500,000ugx",1,1,"8,000,000ugx",8,"1,000,000ugx","8,000,000ugx",3000000,20,100000,3000000,,,,,,not for sell,0,,-1,-1,-1,-1,1,2,3,7,16,1,2,4,,,,3,,,,,,,,,5,,,,,
260,23992909,0.714986925,30.4617334,1,2,3,-2,-2,-2,,5,2,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"15,000,000ugx",280,"6,000,000ugx",2,5,"600,000ugx",1,1,"5,000,000ugx",5,"1,800,000ugx","5,000,000ugx",,,,,,,,,,,,,-1,-1,-1,-1,1,2,7,18,-2,1,3,,,,,4,,,,,,,,,,,2,,,
261,23992910,0.745533432,30.52340676,1,2,3,-2,-2,-2,,5,2,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"18,000,000ugx",280,"2,000,000ugx",1,1,none,2,5,"10,000,000ugx",11,"10,000,000ugx","10,000,000ugx",,,,,,,,,,,,,-1,-1,-1,-1,1,7,-2,-2,-2,1,,,,,,2,,,,,,,,,,,,,,
262,23992911,0.741997285,30.52674164,1,2,-2,-2,-2,-2,,5,2,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"13,000,000ugx",350,"12,000,000ugx",1,1,"100,000ugx",2,4,,,,,,,,,,,,,,,,,-1,-1,-1,-1,1,-2,-2,-2,-2,1,,,,,,,,,,,,,,,,,,,,
263,23992912,0.734693702,30.51826625,1,2,3,-2,-2,-2,,5,2,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"12,000,000ugx",500,"1,000,000ugx",1,1,"100,000ugx",1,1,,,,,,,,,,,,,,,,,-1,-1,-1,-1,1,20,-2,-2,-2,1,,,,,,,,,,,,,,,,,,,and a nursery school,
264,23992913,0.741899637,30.50903068,1,2,3,-2,-2,-2,,5,2,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"20,000,000ugx",280,"5,000,000ugx",1,1,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,1,-1,-2,-2,-2,1,,,,,,,,,,,,,,,,,,,,
265,23992914,0.770753711,30.54856597,1,2,3,-2,-2,-2,,5,2,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,farmer not sure,280,"5,000,000ugx",1,1,"1,000,000ugx",1,1,,,,,,,,,,,,,,,,,-1,-1,-1,-1,1,4,-2,-2,-2,1,,,2,,,,,,,,,,,,,,,,,
266,23992915,0.772367452,30.54566142,1,2,3,-2,-2,-2,,5,2,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"20,000,000ugx",280,"2,000,000ugx",1,1,"200,000ugx",2,4,,,,,,,,,,,,,,,,,-1,-1,-1,-1,1,4,13,-2,-2,2,,,3,,,,,,,,,3,,,,,,,,
267,23992916,0.771796712,30.54570234,1,2,3,-2,-2,-2,,5,2,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"8,000,000ugx",280,"1,000,000ugx",1,1,"500,000ugx",2,4,,,,,,,,,,,,,,,,,-1,-1,-1,-1,1,4,6,-2,-2,1,,,2,,3,,,,,,,,,,,,,,,
